source,target,path
18884,18855,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855']"
18884,18854,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854']"
18884,18853,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853']"
18884,18851,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851']"
18884,18852,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851', '18852']"
18884,18849,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18848', '4406608', '18849']"
18884,4406608,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18848', '4406608']"
18884,18848,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18848']"
18884,2600672,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672']"
18884,18850,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18850']"
18884,18859,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18858', '18859']"
18884,18858,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18858']"
18884,9206443,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443']"
18884,2705944,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944']"
18884,3305180,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180']"
18884,3305845,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845']"
18884,18927,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927']"
18884,9505541,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541']"
18884,18890,"['18884', '18885', '18886', '18887', '18888', '18890']"
18884,18888,"['18884', '18885', '18886', '18887', '18888']"
18884,18887,"['18884', '18885', '18886', '18887']"
18884,18886,"['18884', '18885', '18886']"
18884,18885,"['18884', '18885']"
18884,18883,"['18884', '18883']"
18884,18944,"['18884', '18883', '18944']"
18884,18876,"['18884', '18883', '18944', '18876']"
18884,18875,"['18884', '18883', '18944', '18876', '18875']"
18884,18987,"['18884', '18883', '18944', '18876', '18875', '18987']"
18884,18871,"['18884', '18883', '18944', '18876', '18875', '18987', '18871']"
18884,18867,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867']"
18884,18866,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866']"
18884,18865,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '18865']"
18884,18864,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '18865', '18864']"
18884,18920,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '18865', '18864', '18920']"
18884,4406630,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630']"
18884,4406631,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631']"
18884,6311368,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368']"
18884,6311285,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368', '6311285']"
18884,18966,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966']"
18884,1211339,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966', '1211339']"
18884,1211401,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401']"
18884,9607525,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401', '9607525']"
18884,19045,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044', '19045']"
18884,19044,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044']"
18884,19043,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043']"
18884,19042,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042']"
18884,18906,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906']"
18884,19040,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040']"
18884,7206877,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877']"
18884,7206943,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943']"
18884,7206944,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944']"
18884,7206945,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945']"
18884,3407190,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190']"
18884,5306691,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691']"
18884,5306694,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694']"
18884,5306695,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695']"
18884,9206548,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548']"
18884,7405493,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493']"
18884,7405516,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516']"
18884,7405517,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517']"
18884,7405518,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518']"
18884,7805208,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208']"
18884,7805213,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213']"
18884,7805219,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219']"
18884,7805216,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216']"
18884,7504827,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827']"
18884,7504951,"['18884', '18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827', '7504951']"
18883,18882,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881', '18882']"
18883,18881,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881']"
18883,18880,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880']"
18883,18879,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879']"
18883,18878,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877', '18878']"
18883,18877,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877']"
18883,18874,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874']"
18883,18873,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873']"
18883,18872,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872']"
18883,18870,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18870']"
18883,18869,"['18883', '18944', '18876', '18875', '18987', '18871', '18869']"
18883,18868,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868']"
18883,18863,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863']"
18883,18862,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862']"
18883,18861,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861']"
18883,18860,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860']"
18883,18857,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857']"
18883,18856,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856']"
18883,18855,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855']"
18883,18854,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854']"
18883,18853,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853']"
18883,18851,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851']"
18883,18852,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851', '18852']"
18883,18849,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18848', '4406608', '18849']"
18883,4406608,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18848', '4406608']"
18883,18848,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18848']"
18883,2600672,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672']"
18883,18850,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18850']"
18883,18859,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18858', '18859']"
18883,18858,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18858']"
18883,9206443,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443']"
18883,2705944,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944']"
18883,3305180,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180']"
18883,3305845,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845']"
18883,18927,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927']"
18883,9505541,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541']"
18883,18890,"['18883', '18884', '18885', '18886', '18887', '18888', '18890']"
18883,18888,"['18883', '18884', '18885', '18886', '18887', '18888']"
18883,18887,"['18883', '18884', '18885', '18886', '18887']"
18883,18886,"['18883', '18884', '18885', '18886']"
18883,18885,"['18883', '18884', '18885']"
18883,18884,"['18883', '18884']"
18883,18944,"['18883', '18944']"
18883,18876,"['18883', '18944', '18876']"
18883,18875,"['18883', '18944', '18876', '18875']"
18883,18987,"['18883', '18944', '18876', '18875', '18987']"
18883,18871,"['18883', '18944', '18876', '18875', '18987', '18871']"
18883,18867,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867']"
18883,18866,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866']"
18883,18865,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '18865']"
18883,18864,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '18865', '18864']"
18883,18920,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '18865', '18864', '18920']"
18883,4406630,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630']"
18883,4406631,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631']"
18883,6311368,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368']"
18883,6311285,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368', '6311285']"
18883,18966,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966']"
18883,1211339,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966', '1211339']"
18883,1211401,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401']"
18883,9607525,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401', '9607525']"
18883,19045,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044', '19045']"
18883,19044,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044']"
18883,19043,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043']"
18883,19042,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042']"
18883,18906,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906']"
18883,19040,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040']"
18883,7206877,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877']"
18883,7206943,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943']"
18883,7206944,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944']"
18883,7206945,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945']"
18883,3407190,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190']"
18883,5306691,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691']"
18883,5306694,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694']"
18883,5306695,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695']"
18883,9206548,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548']"
18883,7405493,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493']"
18883,7405516,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516']"
18883,7405517,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517']"
18883,7405518,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518']"
18883,7805208,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208']"
18883,7805213,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213']"
18883,7805219,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219']"
18883,7805216,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216']"
18883,7504827,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827']"
18883,7504951,"['18883', '18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827', '7504951']"
18944,18882,"['18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881', '18882']"
18944,18881,"['18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881']"
18944,18880,"['18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880']"
18944,18879,"['18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879']"
18944,18878,"['18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877', '18878']"
18944,18877,"['18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874', '18877']"
18944,18874,"['18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873', '18874']"
18944,18873,"['18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872', '18873']"
18944,18872,"['18944', '18876', '18875', '18987', '18871', '18869', '18870', '18872']"
18944,18870,"['18944', '18876', '18875', '18987', '18871', '18869', '18870']"
18944,18869,"['18944', '18876', '18875', '18987', '18871', '18869']"
18944,18868,"['18944', '18876', '18875', '18987', '18871', '18869', '18868']"
18944,18863,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863']"
18944,18862,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862']"
18944,18861,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861']"
18944,18860,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860']"
18944,18857,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857']"
18944,18856,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856']"
18944,18855,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855']"
18944,18854,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854']"
18944,18853,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853']"
18944,18851,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851']"
18944,18852,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851', '18852']"
18944,18849,"['18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18848', '4406608', '18849']"
18944,4406608,"['18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18848', '4406608']"
18944,18848,"['18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18848']"
18944,2600672,"['18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672']"
18944,18850,"['18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '4406630', '2600672', '18850']"
18944,18859,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18858', '18859']"
18944,18858,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18858']"
18944,9206443,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443']"
18944,2705944,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944']"
18944,3305180,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180']"
18944,3305845,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845']"
18944,18927,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927']"
18944,9505541,"['18944', '18876', '18875', '18987', '18871', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541']"
18944,18890,"['18944', '18883', '18884', '18885', '18886', '18887', '18888', '18890']"
18944,18888,"['18944', '18883', '18884', '18885', '18886', '18887', '18888']"
18944,18887,"['18944', '18883', '18884', '18885', '18886', '18887']"
18944,18886,"['18944', '18883', '18884', '18885', '18886']"
18944,18885,"['18944', '18883', '18884', '18885']"
18944,18884,"['18944', '18883', '18884']"
18944,18883,"['18944', '18883']"
18944,18876,"['18944', '18876']"
18944,18875,"['18944', '18876', '18875']"
18944,18987,"['18944', '18876', '18875', '18987']"
18944,18871,"['18944', '18876', '18875', '18987', '18871']"
18944,18867,"['18944', '18876', '18875', '18987', '18871', '18869', '18867']"
18944,18866,"['18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866']"
18944,18865,"['18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '18865']"
18944,18864,"['18944', '18876', '18875', '18987', '18871', '18869', '18867', '18866', '18865', '18864']"
