source,target,path
18853,1211339,"['18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339']"
18853,1211401,"['18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401']"
18853,9607525,"['18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401', '9607525']"
18853,19045,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044', '19045']"
18853,19044,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044']"
18853,19043,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043']"
18853,19042,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042']"
18853,18906,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906']"
18853,19040,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040']"
18853,7206877,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877']"
18853,7206943,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943']"
18853,7206944,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944']"
18853,7206945,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945']"
18853,3407190,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190']"
18853,5306691,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691']"
18853,5306694,"['18853', '18854', '18855', '18856', '9206548', '5306695', '5306694']"
18853,5306695,"['18853', '18854', '18855', '18856', '9206548', '5306695']"
18853,9206548,"['18853', '18854', '18855', '18856', '9206548']"
18853,7405493,"['18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493']"
18853,7405516,"['18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516']"
18853,7405517,"['18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517']"
18853,7405518,"['18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518']"
18853,7805208,"['18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208']"
18853,7805213,"['18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213']"
18853,7805219,"['18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219']"
18853,7805216,"['18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216']"
18853,7504827,"['18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827']"
18853,7504951,"['18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827', '7504951']"
18851,18882,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881', '18882']"
18851,18881,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881']"
18851,18880,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880']"
18851,18879,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879']"
18851,18878,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878']"
18851,18877,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877']"
18851,18874,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874']"
18851,18873,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873']"
18851,18872,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872']"
18851,18870,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870']"
18851,18869,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869']"
18851,18868,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868']"
18851,18863,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863']"
18851,18862,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862']"
18851,18861,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861']"
18851,18860,"['18851', '18853', '18854', '18855', '18856', '18857', '18860']"
18851,18857,"['18851', '18853', '18854', '18855', '18856', '18857']"
18851,18856,"['18851', '18853', '18854', '18855', '18856']"
18851,18855,"['18851', '18853', '18854', '18855']"
18851,18854,"['18851', '18853', '18854']"
18851,18853,"['18851', '18853']"
18851,18852,"['18851', '18852']"
18851,18849,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848', '4406608', '18849']"
18851,4406608,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848', '4406608']"
18851,18848,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848']"
18851,2600672,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672']"
18851,18850,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850']"
18851,18859,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859']"
18851,18858,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858']"
18851,9206443,"['18851', '18853', '18854', '18855', '18856', '9206443']"
18851,2705944,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944']"
18851,3305180,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180']"
18851,3305845,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845']"
18851,18927,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927']"
18851,9505541,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541']"
18851,18890,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888', '18890']"
18851,18888,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888']"
18851,18887,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887']"
18851,18886,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886']"
18851,18885,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885']"
18851,18884,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884']"
18851,18883,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883']"
18851,18944,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944']"
18851,18876,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876']"
18851,18875,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875']"
18851,18987,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987']"
18851,18871,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871']"
18851,18867,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867']"
18851,18866,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866']"
18851,18865,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866', '18865']"
18851,18864,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866', '18865', '18864']"
18851,18920,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866', '18865', '18864', '18920']"
18851,4406630,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406630']"
18851,4406631,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631']"
18851,6311368,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368']"
18851,6311285,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285']"
18851,18966,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966']"
18851,1211339,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339']"
18851,1211401,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401']"
18851,9607525,"['18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401', '9607525']"
18851,19045,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044', '19045']"
18851,19044,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044']"
18851,19043,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043']"
18851,19042,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042']"
18851,18906,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906']"
18851,19040,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040']"
18851,7206877,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877']"
18851,7206943,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943']"
18851,7206944,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944']"
18851,7206945,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945']"
18851,3407190,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190']"
18851,5306691,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691']"
18851,5306694,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694']"
18851,5306695,"['18851', '18853', '18854', '18855', '18856', '9206548', '5306695']"
18851,9206548,"['18851', '18853', '18854', '18855', '18856', '9206548']"
18851,7405493,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493']"
18851,7405516,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516']"
18851,7405517,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517']"
18851,7405518,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518']"
18851,7805208,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208']"
18851,7805213,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213']"
18851,7805219,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219']"
18851,7805216,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216']"
18851,7504827,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827']"
18851,7504951,"['18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827', '7504951']"
18852,18882,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881', '18882']"
18852,18881,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881']"
18852,18880,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880']"
18852,18879,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879']"
18852,18878,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878']"
18852,18877,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877']"
18852,18874,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874']"
18852,18873,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873']"
18852,18872,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872']"
18852,18870,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870']"
18852,18869,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869']"
18852,18868,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868']"
18852,18863,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863']"
18852,18862,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862']"
18852,18861,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861']"
18852,18860,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860']"
18852,18857,"['18852', '18851', '18853', '18854', '18855', '18856', '18857']"
18852,18856,"['18852', '18851', '18853', '18854', '18855', '18856']"
18852,18855,"['18852', '18851', '18853', '18854', '18855']"
18852,18854,"['18852', '18851', '18853', '18854']"
18852,18853,"['18852', '18851', '18853']"
18852,18851,"['18852', '18851']"
18852,18849,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848', '4406608', '18849']"
18852,4406608,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848', '4406608']"
18852,18848,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848']"
18852,2600672,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672']"
18852,18850,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850']"
18852,18859,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859']"
18852,18858,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858']"
18852,9206443,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443']"
18852,2705944,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944']"
18852,3305180,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180']"
18852,3305845,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845']"
18852,18927,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927']"
18852,9505541,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541']"
18852,18890,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888', '18890']"
18852,18888,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888']"
18852,18887,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887']"
18852,18886,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886']"
18852,18885,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885']"
18852,18884,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884']"
18852,18883,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883']"
18852,18944,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944']"
18852,18876,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876']"
18852,18875,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875']"
18852,18987,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987']"
18852,18871,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871']"
18852,18867,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867']"
18852,18866,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866']"
18852,18865,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866', '18865']"
18852,18864,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866', '18865', '18864']"
18852,18920,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866', '18865', '18864', '18920']"
18852,4406630,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406630']"
18852,4406631,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631']"
18852,6311368,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368']"
18852,6311285,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285']"
18852,18966,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966']"
18852,1211339,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339']"
18852,1211401,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401']"
18852,9607525,"['18852', '18851', '18853', '18854', '18855', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401', '9607525']"
18852,19045,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044', '19045']"
18852,19044,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044']"
18852,19043,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043']"
18852,19042,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042']"
18852,18906,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906']"
18852,19040,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040']"
18852,7206877,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877']"
18852,7206943,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943']"
18852,7206944,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944']"
18852,7206945,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945']"
18852,3407190,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691', '3407190']"
18852,5306691,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694', '5306691']"
18852,5306694,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695', '5306694']"
18852,5306695,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548', '5306695']"
18852,9206548,"['18852', '18851', '18853', '18854', '18855', '18856', '9206548']"
18852,7405493,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493']"
18852,7405516,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516']"
18852,7405517,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517']"
18852,7405518,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518']"
18852,7805208,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208']"
18852,7805213,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213']"
18852,7805219,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219']"
18852,7805216,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216']"
18852,7504827,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827']"
18852,7504951,"['18852', '18851', '18853', '18854', '18855', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827', '7504951']"
18849,18882,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881', '18882']"
